nombre,edad,ciudad,departamento,salario,fecha_ingreso,activo
fernanda,30,tumbes,soporte,8696,2017-06-28,si
victor,23,ica,operaciones,4097,2020-11-02,si
miguel,35,lima,finanzas,3795,2022-02-05,no
gabriela,45,tacna,soporte,9021,2021-01-02,si
claudia,41,piura,operaciones,4322,2015-11-01,si
jose,62,tumbes,recursos_humanos,3312,2016-07-17,no
javier,22,ayacucho,ventas,6085,2019-08-24,no
maria,61,arequipa,operaciones,9231,2020-04-06,no
ana,32,lima,finanzas,4660,2015-10-17,si
juan,41,puno,ventas,7347,2025-05-25,si
ricardo,21,cajamarca,marketing,1523,2015-12-04,no
miguel,42,cusco,legal,5340,2022-12-05,si
alberto,61,cajamarca,ventas,6133,2021-11-04,no
ricardo,56,puno,finanzas,8062,2016-09-24,si
sofia,25,moquegua,marketing,9354,2018-10-07,no
raul,51,lima,operaciones,7913,2019-03-02,no
natalia,31,puno,logistica,6616,2018-01-01,si
natalia,25,ayacucho,atencion_cliente,9295,2017-02-25,si
claudia,64,cusco,recursos_humanos,4987,2022-05-09,no
lucia,24,ayacucho,finanzas,1846,2019-06-26,no
maria,65,cusco,marketing,1951,2015-03-22,si
diego,40,ica,atencion_cliente,5595,2016-06-27,no
javier,25,tacna,soporte,8679,2019-07-23,no
elena,44,cajamarca,finanzas,3052,2017-12-24,si
patricia,28,cusco,soporte,9108,2024-11-15,si
ricardo,42,moquegua,operaciones,1672,2025-12-05,no
natalia,49,cusco,soporte,8420,2015-02-09,no
ana,63,ayacucho,legal,4869,2025-06-17,si
maria,60,puno,tecnologia,9095,2020-11-22,no
fernanda,53,huancayo,ventas,1390,2025-03-17,no
patricia,49,ayacucho,finanzas,2426,2022-06-08,no
pedro,21,chiclayo,tecnologia,7403,2021-04-03,no
miguel,54,ica,marketing,9366,2022-06-04,no
claudia,59,piura,marketing,7809,2021-01-18,si
raul,23,moquegua,atencion_cliente,6190,2023-09-07,no
diego,41,ayacucho,ventas,4852,2022-06-18,no
alberto,60,tumbes,logistica,3068,2016-11-08,si
diego,40,ayacucho,recursos_humanos,7325,2016-01-06,no
fernanda,63,puno,soporte,2952,2019-10-07,si
juan,43,lima,logistica,4322,2020-02-25,no
lucia,58,ayacucho,atencion_cliente,3218,2022-08-22,si
luis,18,chiclayo,ventas,8291,2024-08-17,si
alberto,55,arequipa,finanzas,2896,2021-11-20,no
paola,42,tacna,atencion_cliente,5267,2019-07-11,no
miguel,26,arequipa,soporte,6097,2023-06-23,si
carlos,31,huancayo,recursos_humanos,6857,2025-03-23,si
paola,52,puno,operaciones,3090,2020-09-16,no
rosa,65,ayacucho,legal,5884,2021-01-17,si
ana,42,arequipa,ventas,2127,2018-05-25,si
sofia,61,trujillo,finanzas,2216,2019-04-25,si
monica,46,cusco,atencion_cliente,4875,2025-09-13,si
paola,62,trujillo,ventas,7451,2021-07-26,no
daniela,21,piura,recursos_humanos,4527,2024-08-27,si
natalia,58,puno,operaciones,4418,2018-05-15,si
rosa,22,arequipa,finanzas,3155,2021-01-14,no
daniela,34,arequipa,finanzas,5378,2015-06-15,si
lucia,27,tumbes,atencion_cliente,2033,2025-10-27,no
luis,54,chiclayo,operaciones,2394,2020-09-08,si
paola,22,moquegua,legal,3811,2021-09-18,no
andres,40,lima,tecnologia,6637,2020-06-10,si
victor,57,chiclayo,logistica,1344,2016-11-12,no
jose,59,huancayo,atencion_cliente,5194,2015-11-11,no
natalia,25,tacna,recursos_humanos,5833,2015-09-27,no
paola,50,ica,logistica,1918,2019-11-07,no
paola,23,cusco,finanzas,1320,2025-02-07,si
patricia,61,tacna,marketing,4568,2023-12-24,no
gabriela,22,puno,finanzas,1589,2022-12-11,si
andres,22,piura,finanzas,5327,2023-02-19,si
natalia,34,tacna,soporte,8591,2025-07-14,no
ana,42,cajamarca,marketing,1296,2025-12-20,si
victor,65,huancayo,ventas,2389,2020-09-04,no
elena,61,trujillo,atencion_cliente,2617,2019-08-13,no
raul,60,piura,logistica,3761,2023-04-05,no
elena,52,trujillo,finanzas,6083,2025-12-21,no
ana,53,ayacucho,legal,3516,2016-01-01,no
daniela,53,cusco,recursos_humanos,4641,2020-04-14,si
javier,29,lima,atencion_cliente,5340,2018-02-06,si
patricia,53,ica,legal,2398,2019-11-03,no
juan,30,puno,atencion_cliente,9182,2020-06-05,si
juan,36,huancayo,marketing,4370,2020-08-15,no
ricardo,60,trujillo,atencion_cliente,3696,2024-10-12,no
maria,28,piura,operaciones,5233,2018-12-24,no
pedro,41,arequipa,operaciones,9063,2022-08-12,no
luis,53,cusco,finanzas,2543,2019-03-18,si
pedro,64,cajamarca,marketing,2435,2015-09-21,si
raul,55,huancayo,soporte,4685,2015-09-09,no
gabriela,27,tumbes,soporte,4858,2024-12-28,no
fernanda,47,chiclayo,legal,2683,2021-06-17,si
rosa,33,ayacucho,atencion_cliente,3917,2023-03-15,si
javier,54,huancayo,finanzas,9121,2020-01-08,no
jose,22,trujillo,operaciones,5034,2015-11-07,no
carla,48,ica,ventas,1853,2025-06-04,no
raul,65,trujillo,atencion_cliente,4048,2021-11-13,no
valeria,59,ayacucho,marketing,5321,2021-04-17,no
monica,40,ica,logistica,1308,2023-03-15,si
jose,22,chiclayo,recursos_humanos,4665,2017-03-06,no
ricardo,63,ayacucho,marketing,4973,2021-06-24,si
luis,61,ica,logistica,4652,2024-03-21,no
ana,33,piura,finanzas,3839,2017-11-17,si
hugo,54,arequipa,ventas,3925,2019-03-17,no
ricardo,54,cajamarca,ventas,5844,2016-04-15,no
patricia,48,arequipa,tecnologia,7930,2024-03-26,si
ricardo,60,chiclayo,recursos_humanos,3947,2025-06-15,si
jose,42,tacna,finanzas,2978,2015-04-17,no
raul,27,huancayo,marketing,4106,2022-10-20,si
hugo,52,chiclayo,marketing,2726,2022-11-05,si
hugo,61,cajamarca,soporte,8092,2020-01-23,no
jose,48,moquegua,soporte,6942,2024-12-25,si
maria,26,trujillo,logistica,5009,2016-05-20,no
pedro,30,piura,ventas,3130,2023-01-13,si
alberto,38,tacna,operaciones,2946,2017-07-21,no
pedro,52,tacna,atencion_cliente,7190,2024-05-22,no
victor,31,tacna,legal,9104,2017-06-18,no
pedro,37,huancayo,operaciones,7722,2017-11-04,si
miguel,62,arequipa,marketing,4713,2023-07-26,no
elena,53,huancayo,ventas,3833,2021-11-01,si
raul,27,ica,atencion_cliente,8333,2016-02-09,si
monica,23,huancayo,ventas,7496,2021-10-21,no
alberto,56,piura,finanzas,9299,2022-01-07,no
carlos,20,moquegua,atencion_cliente,4995,2024-03-22,si
monica,33,cajamarca,ventas,3779,2016-05-25,no
monica,60,tacna,soporte,4481,2023-01-24,si
natalia,23,chiclayo,recursos_humanos,6903,2020-05-08,si
miguel,43,huancayo,ventas,5477,2017-07-17,si
daniela,22,chiclayo,recursos_humanos,6770,2016-09-09,no
alberto,46,tacna,atencion_cliente,9123,2018-06-25,no
rosa,47,huancayo,ventas,9096,2016-05-03,no
gabriela,32,cajamarca,tecnologia,6372,2021-06-17,si
alberto,34,lima,recursos_humanos,2723,2021-11-24,no
andres,53,arequipa,logistica,6342,2020-04-19,no
javier,65,cajamarca,tecnologia,9375,2018-04-24,si
patricia,34,lima,tecnologia,4522,2018-10-12,si
victor,24,cusco,marketing,9271,2024-01-25,si
patricia,48,tumbes,atencion_cliente,6367,2022-10-28,no
luis,29,moquegua,legal,5791,2021-04-25,si
lucia,51,moquegua,soporte,9036,2023-01-17,no
carla,61,moquegua,finanzas,8690,2016-12-17,no
diego,62,piura,ventas,4652,2021-10-04,no
monica,57,ayacucho,recursos_humanos,4266,2023-05-08,no
luis,57,tumbes,operaciones,4213,2022-07-07,no
alberto,41,tumbes,soporte,5781,2022-03-19,si
valeria,61,lima,marketing,5622,2018-09-14,no
carlos,27,moquegua,finanzas,8949,2015-03-14,no
fernanda,58,chiclayo,legal,6372,2022-05-09,si
carla,24,puno,finanzas,2183,2018-05-16,si
miguel,65,tumbes,recursos_humanos,7114,2020-09-18,no
monica,19,tacna,marketing,6952,2025-10-07,si
victor,36,tumbes,operaciones,9187,2022-02-13,no
miguel,58,arequipa,finanzas,6727,2021-11-20,no
patricia,22,cusco,finanzas,6829,2018-06-11,no
alberto,35,huancayo,soporte,5644,2022-06-24,no
maria,28,arequipa,ventas,3248,2018-11-09,si
carlos,28,tacna,marketing,2765,2016-08-18,si
ana,43,chiclayo,marketing,2902,2019-10-05,si
gabriela,42,trujillo,tecnologia,5253,2019-08-21,si
fernanda,51,ayacucho,finanzas,1668,2015-11-12,no
patricia,48,ica,legal,5663,2023-08-05,si
valeria,56,ica,atencion_cliente,8326,2023-11-21,no
natalia,40,ica,legal,4921,2016-08-10,no
maria,34,arequipa,recursos_humanos,1372,2015-09-27,si
monica,36,ica,legal,1336,2022-08-10,si
victor,45,moquegua,recursos_humanos,4988,2015-09-12,si
maria,53,tacna,soporte,5294,2017-12-24,no
raul,42,lima,recursos_humanos,2497,2021-11-08,no
sofia,59,puno,legal,5604,2021-04-28,si
javier,26,trujillo,marketing,8660,2024-08-09,no
carlos,38,piura,finanzas,2013,2023-01-06,si
sofia,35,arequipa,logistica,1334,2018-02-05,si
luis,31,tumbes,soporte,6304,2022-06-15,si
diego,23,ayacucho,finanzas,2118,2019-07-03,no
javier,30,ayacucho,recursos_humanos,7451,2015-02-25,si
carla,46,lima,ventas,4463,2022-12-25,si
paola,60,lima,logistica,7575,2025-05-11,si
gabriela,64,piura,legal,3201,2019-08-21,no
carlos,41,piura,tecnologia,3050,2018-11-14,no
ana,28,moquegua,recursos_humanos,3160,2021-04-01,si
valeria,62,ica,atencion_cliente,3739,2020-02-08,si
luis,23,cajamarca,atencion_cliente,6744,2025-01-02,no
gabriela,27,puno,legal,2959,2017-08-08,no
daniela,59,moquegua,operaciones,8387,2018-01-23,no
monica,64,arequipa,recursos_humanos,1846,2022-12-15,no
daniela,62,ica,tecnologia,4257,2023-06-11,no
pedro,56,ayacucho,legal,3827,2016-09-05,no
sofia,34,chiclayo,operaciones,8639,2015-11-17,no
claudia,29,piura,atencion_cliente,7165,2024-04-11,si
rosa,52,ayacucho,soporte,4310,2023-11-16,si
ricardo,36,tumbes,soporte,6476,2016-02-17,si
lucia,26,arequipa,ventas,4510,2016-08-07,si
lucia,54,cajamarca,soporte,9226,2023-10-23,no
lucia,41,lima,atencion_cliente,2361,2015-04-21,no
natalia,23,ica,ventas,7113,2023-12-14,no
elena,63,piura,atencion_cliente,5555,2023-01-24,si
raul,37,cusco,tecnologia,2791,2016-12-08,no
carlos,30,chiclayo,tecnologia,4131,2023-12-18,no
claudia,24,moquegua,atencion_cliente,7064,2025-08-23,no
hugo,24,arequipa,finanzas,7779,2023-06-22,si
daniela,56,ica,operaciones,6363,2023-06-28,no
maria,58,tacna,operaciones,5143,2024-09-07,no
victor,53,puno,recursos_humanos,7098,2022-08-13,si
claudia,20,trujillo,atencion_cliente,1467,2023-03-10,si
sofia,32,lima,operaciones,1555,2019-09-17,si
juan,20,ica,operaciones,3757,2017-05-12,si
jose,34,moquegua,recursos_humanos,2705,2024-07-19,si
claudia,22,puno,operaciones,9105,2017-08-27,si
ricardo,59,trujillo,ventas,7451,2016-01-25,no
monica,45,tacna,marketing,4914,2025-10-01,no
lucia,37,chiclayo,ventas,6431,2023-10-05,no
paola,62,lima,finanzas,2027,2025-12-13,no
victor,56,huancayo,legal,2675,2018-07-10,no
fernanda,26,tumbes,marketing,8996,2024-12-02,no
pedro,23,tacna,legal,8318,2017-03-16,si
luis,43,cajamarca,atencion_cliente,4412,2023-10-24,si
jose,22,trujillo,soporte,6498,2025-10-03,si
rosa,44,tacna,operaciones,6906,2018-06-12,si
victor,37,arequipa,operaciones,8445,2024-03-15,si
natalia,32,lima,operaciones,3755,2016-02-24,si
jose,57,arequipa,recursos_humanos,1425,2020-12-26,si
sofia,46,ica,ventas,6637,2018-12-18,si
carlos,52,chiclayo,recursos_humanos,9113,2024-12-05,si
carla,55,cajamarca,legal,1912,2019-03-02,no
carlos,62,huancayo,recursos_humanos,2069,2022-11-01,si
carla,60,trujillo,operaciones,2967,2015-05-28,no
jose,42,chiclayo,marketing,6368,2022-10-18,si
javier,30,chiclayo,logistica,1552,2015-04-17,no
diego,49,tacna,finanzas,1501,2020-11-12,no
gabriela,37,lima,legal,5719,2015-11-09,no
hugo,19,chiclayo,recursos_humanos,4895,2017-06-13,si
andres,64,tacna,legal,4926,2021-04-19,si
maria,37,huancayo,operaciones,8559,2023-03-07,si
valeria,52,cajamarca,tecnologia,3462,2019-12-23,si
maria,27,cajamarca,atencion_cliente,3789,2020-02-18,si
javier,38,ayacucho,finanzas,1683,2020-07-14,no
miguel,65,ayacucho,recursos_humanos,3689,2018-02-05,si
ana,57,huancayo,recursos_humanos,4983,2024-04-08,si
monica,23,puno,logistica,3396,2023-10-16,no
javier,42,ica,logistica,3453,2017-04-08,si
maria,18,trujillo,soporte,4846,2025-04-25,si
andres,29,ica,atencion_cliente,9227,2020-08-08,no
carla,20,huancayo,soporte,6326,2021-10-24,si
paola,24,ica,logistica,1894,2018-09-18,no
claudia,20,chiclayo,soporte,2007,2018-05-15,no
hugo,37,moquegua,recursos_humanos,8758,2017-07-10,si
alberto,51,arequipa,logistica,8600,2016-12-17,si
javier,55,puno,legal,3416,2021-07-11,no
ana,29,ica,atencion_cliente,4508,2022-02-09,no
alberto,59,puno,finanzas,3224,2016-02-23,no
gabriela,41,cusco,legal,7492,2023-10-06,no
daniela,42,piura,finanzas,6691,2024-11-28,si
javier,27,arequipa,ventas,8074,2019-05-24,no
sofia,58,arequipa,marketing,3355,2018-01-20,no
ana,47,ica,logistica,1294,2024-08-08,si
valeria,60,ica,logistica,7919,2022-02-20,si
jose,53,trujillo,atencion_cliente,4601,2015-03-05,si
gabriela,40,piura,finanzas,1731,2025-10-27,no
diego,23,piura,marketing,8031,2017-03-22,no
ricardo,60,puno,atencion_cliente,4106,2022-12-19,no
natalia,20,cusco,recursos_humanos,6489,2020-07-27,si
victor,45,ayacucho,legal,2263,2019-08-05,si
alberto,35,tumbes,legal,7979,2023-04-23,si
ricardo,21,cusco,atencion_cliente,2636,2022-12-23,no
maria,56,ayacucho,operaciones,5454,2023-10-20,no
natalia,26,huancayo,atencion_cliente,9332,2023-12-21,no
luis,29,huancayo,tecnologia,5959,2018-01-04,si
miguel,58,moquegua,marketing,4596,2024-07-14,si
diego,40,chiclayo,tecnologia,1385,2025-04-23,no
pedro,22,trujillo,recursos_humanos,6507,2015-02-22,no
diego,43,puno,atencion_cliente,1677,2017-04-11,no
natalia,61,ica,logistica,1782,2025-03-16,si
gabriela,47,ayacucho,legal,6690,2022-07-24,si
raul,51,trujillo,atencion_cliente,6369,2023-09-01,si
valeria,61,tumbes,operaciones,2284,2017-05-27,si
diego,42,cajamarca,legal,3919,2024-10-13,si
ricardo,25,ayacucho,recursos_humanos,6352,2015-05-14,si
luis,33,tumbes,logistica,6158,2018-09-10,si
juan,41,moquegua,ventas,4511,2016-08-17,si
elena,48,chiclayo,finanzas,4316,2020-08-24,no
victor,38,arequipa,marketing,3374,2018-12-02,no
carla,63,ayacucho,legal,3097,2015-05-02,si
diego,47,piura,marketing,6319,2015-10-25,no
gabriela,31,tumbes,tecnologia,4354,2019-05-18,no
victor,46,cajamarca,marketing,5667,2017-03-09,si
ana,57,chiclayo,legal,2877,2018-09-12,no
pedro,27,puno,recursos_humanos,5211,2017-02-10,no
daniela,46,piura,finanzas,1675,2022-11-02,si
carla,21,cusco,soporte,7621,2017-12-20,no
ricardo,40,trujillo,operaciones,4446,2025-09-03,no
valeria,26,cusco,logistica,2793,2022-05-22,no
luis,32,lima,finanzas,5427,2020-07-06,no
elena,38,ica,logistica,1695,2016-08-04,no
luis,47,ayacucho,finanzas,5824,2020-10-19,si
paola,24,tacna,marketing,6539,2023-11-03,no
daniela,47,tacna,atencion_cliente,7973,2018-10-08,si
luis,42,cusco,operaciones,4611,2024-07-26,no
valeria,39,chiclayo,tecnologia,4035,2025-11-03,no
juan,55,huancayo,logistica,6530,2023-02-27,no
javier,37,tacna,marketing,2981,2025-10-25,no
diego,49,cajamarca,ventas,2683,2018-03-19,si
victor,27,cajamarca,finanzas,8621,2023-05-13,no
carlos,31,cajamarca,operaciones,6110,2024-11-10,no
alberto,40,cusco,atencion_cliente,1333,2024-09-13,si
patricia,36,piura,operaciones,2070,2015-12-18,no
juan,36,ayacucho,ventas,5054,2021-12-19,no
gabriela,38,puno,soporte,7852,2021-07-18,si
rosa,29,ica,finanzas,4283,2023-07-27,no
raul,44,arequipa,recursos_humanos,3256,2017-01-03,si
fernanda,64,ica,soporte,3424,2016-03-21,no
patricia,47,moquegua,atencion_cliente,8174,2024-03-15,no
daniela,46,tacna,operaciones,4898,2017-07-20,si
valeria,49,ayacucho,tecnologia,9420,2019-07-18,no
lucia,20,huancayo,logistica,7238,2016-10-16,si
fernanda,64,puno,legal,5778,2022-09-03,si
jose,48,cajamarca,marketing,6319,2024-01-11,si
luis,47,chiclayo,logistica,6631,2021-06-26,no
sofia,28,piura,atencion_cliente,6181,2024-05-02,no
valeria,28,huancayo,ventas,5980,2024-01-10,no
andres,26,chiclayo,marketing,5752,2019-03-20,no
pedro,34,piura,marketing,4060,2024-12-05,no
monica,29,trujillo,tecnologia,9144,2017-09-28,si
diego,23,arequipa,atencion_cliente,3725,2022-07-25,no
jose,60,ica,finanzas,4654,2024-12-27,no
lucia,59,trujillo,marketing,2060,2017-08-13,no
sofia,48,puno,legal,5028,2021-11-23,no
luis,34,arequipa,legal,8322,2015-05-26,no
carla,61,tumbes,legal,1872,2016-09-21,no
patricia,45,huancayo,recursos_humanos,6688,2019-05-26,si
pedro,59,huancayo,soporte,8754,2025-12-08,si
paola,39,cajamarca,finanzas,6332,2023-01-22,si
raul,22,piura,soporte,2800,2023-02-22,no
monica,32,puno,recursos_humanos,5327,2018-01-01,si
lucia,56,cajamarca,tecnologia,3195,2016-02-28,si
carla,60,moquegua,atencion_cliente,4227,2016-12-06,no
sofia,47,cajamarca,marketing,8629,2019-07-23,no
pedro,28,moquegua,marketing,5743,2015-07-13,no
lucia,34,ayacucho,recursos_humanos,4115,2022-02-16,si
ricardo,43,arequipa,logistica,2976,2017-09-25,no
carlos,57,cajamarca,marketing,8434,2019-02-02,si
andres,54,puno,recursos_humanos,8505,2015-08-05,si
natalia,20,cajamarca,soporte,5565,2017-12-11,no
valeria,18,chiclayo,logistica,9033,2021-07-28,si
daniela,32,piura,soporte,9098,2016-10-18,no
diego,61,trujillo,soporte,2104,2025-11-03,no
daniela,39,cusco,logistica,5950,2025-04-06,si
carla,60,lima,recursos_humanos,7591,2016-11-23,no
luis,23,cajamarca,logistica,4304,2017-01-07,si
claudia,55,lima,logistica,7569,2016-09-21,no
luis,52,ayacucho,logistica,1468,2015-06-02,no
elena,64,piura,soporte,3136,2018-11-22,no
rosa,52,arequipa,atencion_cliente,5017,2016-01-24,si
luis,59,piura,logistica,1950,2018-12-21,si
ana,29,cajamarca,ventas,6235,2016-08-20,si
raul,55,cusco,marketing,3070,2022-10-26,si
andres,30,tacna,operaciones,7786,2020-02-22,si
diego,31,moquegua,ventas,4041,2020-02-04,no
fernanda,44,arequipa,operaciones,3903,2022-04-19,si
fernanda,24,moquegua,atencion_cliente,7362,2017-01-16,si
ana,18,arequipa,marketing,5848,2021-12-26,no
alberto,26,lima,finanzas,5639,2023-08-14,si
javier,57,puno,ventas,4149,2022-10-03,no
monica,44,piura,legal,5060,2018-02-17,si
ricardo,41,ayacucho,legal,4792,2022-11-22,si
pedro,21,lima,marketing,3644,2025-08-16,si
javier,60,piura,ventas,7166,2019-04-14,no
diego,57,moquegua,logistica,1909,2016-12-02,si
javier,19,ica,legal,3101,2016-04-24,no
valeria,55,tumbes,soporte,4456,2025-06-08,si
diego,32,cusco,tecnologia,7959,2018-07-08,si
luis,55,ica,ventas,8341,2017-04-20,no
javier,42,tumbes,finanzas,8699,2018-11-12,no
carlos,39,arequipa,ventas,2177,2019-03-04,no
miguel,44,arequipa,operaciones,4802,2019-10-06,si
valeria,53,ayacucho,tecnologia,2616,2021-09-16,si
valeria,48,ayacucho,logistica,5773,2015-12-14,si
jose,38,tacna,atencion_cliente,4843,2024-03-19,si
maria,20,piura,logistica,9461,2015-07-17,no
luis,62,ayacucho,marketing,8612,2022-04-03,si
alberto,64,tacna,tecnologia,3374,2020-05-08,si
ana,48,cajamarca,recursos_humanos,3850,2022-10-24,si
miguel,47,moquegua,finanzas,7841,2017-06-21,no
alberto,58,piura,marketing,7505,2020-09-02,no
maria,35,puno,atencion_cliente,4593,2025-02-20,no
claudia,21,chiclayo,operaciones,2044,2016-07-12,no
ricardo,20,tumbes,operaciones,4071,2025-09-23,si
daniela,63,moquegua,tecnologia,3467,2020-04-18,si
gabriela,48,puno,atencion_cliente,4637,2018-06-12,no
paola,61,tacna,recursos_humanos,2092,2016-06-12,no
luis,50,chiclayo,marketing,8903,2023-11-27,no
miguel,57,tumbes,marketing,4285,2022-02-03,no
hugo,29,trujillo,marketing,2991,2017-05-04,si
luis,27,ayacucho,tecnologia,1571,2019-07-22,si
luis,40,tacna,logistica,1551,2019-04-03,si
patricia,32,ayacucho,legal,6703,2021-10-11,no
luis,55,cajamarca,legal,8495,2022-05-19,si
hugo,37,arequipa,recursos_humanos,4915,2022-06-10,si
fernanda,40,trujillo,logistica,3925,2024-03-23,no
javier,29,ayacucho,finanzas,3841,2018-02-02,no
valeria,26,ica,recursos_humanos,7256,2017-04-18,si
rosa,38,tumbes,finanzas,7309,2022-09-06,no
juan,19,tacna,logistica,3581,2022-06-05,si
claudia,52,chiclayo,operaciones,6042,2022-05-25,si
elena,54,puno,logistica,6749,2016-12-16,si
fernanda,61,chiclayo,marketing,6247,2015-07-20,si
miguel,40,cusco,operaciones,2101,2024-11-07,si
elena,35,lima,ventas,2569,2023-08-22,si
paola,43,lima,logistica,6406,2024-10-17,si
natalia,60,tumbes,soporte,3623,2021-06-13,no
ana,36,tumbes,operaciones,6247,2022-09-03,si
claudia,46,puno,soporte,8449,2019-03-26,no
claudia,44,arequipa,atencion_cliente,2610,2017-04-10,no
patricia,51,tumbes,marketing,7356,2016-01-14,no
maria,29,chiclayo,logistica,3443,2018-03-27,no
sofia,53,ica,ventas,6147,2024-05-16,no
jose,19,moquegua,ventas,3723,2019-05-21,no
juan,59,cajamarca,recursos_humanos,8034,2017-08-23,si
ana,25,moquegua,recursos_humanos,9278,2016-10-24,no
valeria,48,huancayo,soporte,5425,2025-11-16,si
monica,50,puno,atencion_cliente,1487,2019-03-19,si
fernanda,38,ica,finanzas,7055,2017-01-09,no
maria,58,tumbes,ventas,5949,2019-09-21,si
paola,30,moquegua,finanzas,2748,2024-03-18,no
patricia,38,ayacucho,recursos_humanos,5647,2025-12-23,no
juan,52,huancayo,operaciones,3554,2015-03-17,no
monica,49,tacna,operaciones,3871,2016-04-05,si
raul,30,moquegua,legal,3067,2021-08-03,si
raul,26,piura,logistica,6905,2019-12-12,si
raul,46,huancayo,legal,6804,2017-12-10,si
claudia,25,lima,finanzas,3532,2018-05-05,si
fernanda,23,tacna,marketing,2473,2015-08-25,no
lucia,30,cusco,ventas,2171,2022-02-09,si
andres,37,cajamarca,ventas,2781,2016-10-07,si
javier,60,tumbes,ventas,2687,2017-12-09,no
monica,28,ayacucho,legal,5162,2023-10-03,si
raul,55,moquegua,ventas,4755,2018-05-06,si
claudia,24,lima,legal,8977,2020-12-19,si
miguel,61,cusco,finanzas,7013,2021-07-07,si
maria,25,moquegua,operaciones,3225,2022-02-17,si
luis,41,puno,recursos_humanos,1865,2016-06-16,si
carla,36,ica,atencion_cliente,6311,2025-08-08,no
sofia,45,lima,marketing,8993,2025-06-06,si
rosa,49,cajamarca,marketing,7694,2022-09-22,si
juan,27,tacna,soporte,2866,2017-02-12,si
diego,30,huancayo,soporte,3211,2018-07-24,no
pedro,63,moquegua,atencion_cliente,5672,2025-07-12,no
rosa,56,tacna,logistica,5769,2017-08-04,si
pedro,49,ica,tecnologia,3405,2015-02-24,si
raul,22,ica,ventas,4134,2021-10-22,no
fernanda,37,huancayo,atencion_cliente,2778,2016-11-25,no
elena,47,lima,recursos_humanos,9357,2022-09-09,no
elena,52,chiclayo,ventas,1717,2021-02-13,no
diego,42,ica,logistica,1789,2015-03-18,no
hugo,63,arequipa,logistica,8256,2017-05-23,no
luis,25,huancayo,logistica,8897,2022-09-28,si
paola,21,tacna,recursos_humanos,9305,2024-07-20,no
victor,36,tumbes,ventas,1661,2024-01-05,no
monica,65,huancayo,ventas,6791,2021-02-14,no
monica,44,tumbes,ventas,5201,2018-04-21,no
valeria,23,puno,marketing,6195,2016-06-06,si
daniela,38,piura,logistica,8121,2024-09-14,no
ana,62,ica,atencion_cliente,1564,2020-07-19,no
diego,54,cusco,logistica,2839,2025-04-11,no
paola,60,tumbes,finanzas,6107,2020-07-07,no
gabriela,22,ayacucho,legal,4707,2019-05-02,no
valeria,43,moquegua,tecnologia,2706,2024-02-19,no
pedro,22,huancayo,legal,8986,2021-04-12,si
gabriela,37,chiclayo,recursos_humanos,8292,2025-09-11,si
maria,43,trujillo,atencion_cliente,8625,2025-09-06,si
gabriela,63,chiclayo,finanzas,9378,2018-11-27,no
pedro,58,chiclayo,atencion_cliente,8306,2024-12-21,si
paola,30,tumbes,logistica,3620,2018-03-24,no
patricia,45,tacna,operaciones,2255,2025-04-28,no
pedro,36,cajamarca,finanzas,5401,2025-10-08,no
jose,25,arequipa,tecnologia,1653,2018-05-15,no
daniela,45,tacna,ventas,4509,2017-05-05,si
pedro,35,cajamarca,legal,4083,2025-01-24,no
elena,19,piura,marketing,6343,2024-05-28,si
hugo,44,tumbes,marketing,7702,2017-04-04,si
paola,60,ayacucho,atencion_cliente,5325,2022-02-08,si
victor,38,tumbes,atencion_cliente,7588,2018-07-07,si
juan,29,lima,recursos_humanos,8400,2021-05-28,si
luis,52,tumbes,marketing,6385,2023-07-16,si
pedro,27,tumbes,logistica,7225,2019-01-21,si
raul,65,cajamarca,ventas,5126,2019-09-13,no
gabriela,62,tumbes,marketing,5072,2022-07-01,no
natalia,34,trujillo,marketing,5057,2019-04-28,si
natalia,46,cajamarca,operaciones,7856,2015-05-28,si
raul,49,ica,soporte,6651,2021-02-27,si
alberto,34,chiclayo,marketing,6964,2021-10-24,no
miguel,62,piura,ventas,4210,2025-08-26,si
ana,43,lima,recursos_humanos,6340,2024-02-04,si
jose,51,puno,finanzas,7922,2020-08-16,si
